objectname,objectid,rating,numplays,weight,own,fortrade,want,wanttobuy,wanttoplay,prevowned,preordered,wishlist,wishlistpriority,wishlistcomment,comment,conditiontext,haspartslist,wantpartslist,collid,baverage,average,avgweight,rank,numowned,objecttype,originalname,minplayers,maxplayers,playingtime,maxplaytime,minplaytime,yearpublished,bggrecplayers,bggbestplayers,bggrecagerange,bgglanguagedependence,publisherid,imageid,year,language,other,itemtype,barcode,pricepaid,pp_currency,currvalue,cv_currency,acquisitiondate,acquiredfrom,quantity,privatecomment,invlocation,invdate,version_publishers,version_languages,version_yearpublished,version_nickname
"Trickerion: The Secret Workshop","266238","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","56287498","5.60293","7.87477","3.75","0","1244","thing","Trickerion: The Secret Workshop","1","4","180","180","30","2018","2,3,4","3","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Trio","352515","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","117785840","7.01414","7.38589","1.0754","490","25062","thing","Trio","3","6","15","15","15","2023","3,4,5,6","4,5","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Cocktail Games","French","2023","French edition"
"Trismegistus: L'Ultime Formule","281442","8","0","0","1","0","0","0","0","0","0","0","1","La Revanche","","","","","61049368","6.71446","7.54527","4.188","887","6225","thing","Trismegistus: The Ultimate Formula","1","4","120","120","90","2019","1,2,3","2","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B4","","Pixie Games","French","2019","French edition"
"Troyes","73439","8.5","5","0","1","0","0","0","0","0","0","0","1","","","","","","15069387","7.48814","7.70247","3.3735","141","28988","thing","Troyes","1","4","90","90","90","2010","2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Troyes Dice","284584","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","75581868","6.29938","6.97444","2.284","1878","5242","thing","Troyes Dice","1","10","30","30","20","2020","1,2,3,4,5","1,2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A2","2021-07-11","Pearl Games","English; French","2020","English/French edition"
"Troyes: Bonus Cards","94284","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","15069390","6.05958","7.60131","3.2083","0","3354","thing","Troyes: Bonus Cards","2","4","90","90","90","2011","2,3,4","3","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"TTMC?: Tu te mets combien?","262341","0","0","0","1","0","0","0","0","0","0","0","1","Imaginaire","","","","","66262740","5.98541","7.07081","1.1429","3278","2502","thing","TTMC?: Tu te mets combien?","2","16","97","97","42","2016","3,4,5,6,7,8,9","6","14+","Extensive use of text - massive conversion needed to be playable","","","","","","standalone","","","","","","","","","","Guillaume","","","","",""
"Tudor: Bonus Cards","269302","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","58348738","0","7.61304","0","0","304","thing","Tudor: Bonus Cards","2","4","120","120","90","2018","","","","","","","","","","expansion","","","","","","","","","","","","","","",""
"Turing Machine","356123","7.5","2","0","1","0","0","0","0","0","0","0","3","","","","","","100028577","7.17821","7.60471","2.5362","322","19818","thing","Turing Machine","1","4","20","20","20","2022","1,2,3,4","1","12+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","D13","2024-09-17","Scorpion Masqué","French","2022","French edition"
"Tussie Mussie","257614","0","0","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","62788042","6.4443","6.8921","1.1507","1461","12579","thing","Tussie Mussie","2","4","30","30","20","2019","1,2,3,4","2","8+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Button Shy","English","2019","English Wallet edition"
"Twice as Clever!","269210","8","1","0","1","0","0","0","0","0","0","0","3","","","","","","58287000","7.03067","7.41334","2.2718","466","19680","thing","Twice as Clever!","1","4","30","30","30","2019","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","","","",""
"Tzolk'in : le calendrier maya","126163","9","1","0","1","0","0","0","0","0","0","0","1","","","","","","16145147","7.68214","7.84558","3.6646","74","50565","thing","Tzolk'in: The Mayan Calendar","2","4","90","90","90","2012","2,3,4","4","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","B4","2024-09-09","IELLO","French","2012","French edition"
"Tzolk'in: The Mayan Calendar – Mini Expansion 1","134380","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","17883063","5.97952","7.55967","3.1724","0","3855","thing","Tzolk'in: The Mayan Calendar – Mini Expansion 1","2","4","90","90","90","2012","2,3,4","2,3","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Tzolk'in: The Mayan Calendar – Mini Expansion 2","142580","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","20195843","5.94519","7.65789","3.2593","0","3548","thing","Tzolk'in: The Mayan Calendar – Mini Expansion 2","2","4","90","90","90","2013","2,3,4","4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Tzolk'in: The Mayan Calendar – Tribes & Prophecies: Ek Chuah","149801","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","41867844","5.83906","7.66098","3.4","0","2672","thing","Tzolk'in: The Mayan Calendar – Tribes & Prophecies: Ek Chuah","2","5","90","90","90","2013","2,3,4,5","4","","Moderate in-game text - needs crib sheet or paste ups","","","","","","expansion","","","","","","","","","","","","","","",""
"Tzolk'in: Tribus et Prophéties","143065","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","20195830","7.17367","8.11514","3.6129","0","14726","thing","Tzolk'in: The Mayan Calendar – Tribes & Prophecies","2","5","90","90","90","2013","2,3,4,5","4","12+","Some necessary text - easily memorized or small crib sheet","","","","","","expansion","","","","","","","","","","","","Czech Games Edition (CGE); IELLO","French","2013","French edition"
"Ulm","191876","0","0","0","1","0","0","0","0","0","0","0","3","La Pioche","","","","","123782738","6.39007","7.00346","2.6957","1617","4719","thing","Ulm","2","4","75","75","45","2016","2,3,4","3","10+","Some necessary text - easily memorized or small crib sheet","","","","","","standalone","","","","","","","","","","","","HUCH!; R&R Games","English; French; German","2016","Multilingual edition"
"Ultimate Railroads","329591","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","78724710","7.22215","8.3569","3.2574","0","7660","thing","Ultimate Railroads","1","4","120","120","90","2022","1,2,3,4","2","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Z-Man Games","French","2022","French edition"
"Unconscious Mind, la Société du Mercredi: Cauchemars","379330","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124466155","5.8583","8.1449","4.1111","0","4848","thing","Unconscious Mind: Nightmares","1","4","0","0","0","2024","2,3","2","14+","","","","","","","expansion","","","","","","","","","","","","Fantasia Games; Lucky Duck Games","French","2024","French edition"
"Unconscious Mind: Free Association","424443","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","124466154","5.68884","8.00585","3.3333","0","2937","thing","Unconscious Mind: Free Association","1","4","120","120","60","2024","1,2,3","2","14+","","","","","","","expansion","","","","","","","","","","","","Fantasia Games","English; French; German; Spanish","2024","Multilingual edition"
"Unconscious Mind: La Société du Mercredi","329500","9","0","0","1","0","0","0","0","0","0","0","3","Gamefound VF","","","","","82958974","7.19287","7.8814","4.0191","307","14582","thing","Unconscious Mind","1","4","120","120","60","2024","1,2,3","2,3","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Fantasia Games; Lucky Duck Games","French","2024","French edition"
"Underwater Cities","247763","8.5","0","0","1","0","0","0","0","0","0","0","3","BoardGameBliss","","","","","54817343","7.77418","8.04109","3.5886","52","30190","thing","Underwater Cities","1","4","150","150","80","2019","1,2,3","2","12+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","A3","2024-09-09","Rio Grande Games","English","2019","Rio Grande English second edition"
"UNO","2223","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","11656926","5.35373","5.48117","1.1","30619","73996","thing","UNO","2","10","30","30","30","1971","3,4,5,6,7,8","4,5,6","5+","No necessary in-game text","","","","","","standalone","","","","","","","","","","Enfants","","","","",""
"The Vale of Eternity","385529","0","1","0","1","0","0","0","0","0","0","0","3","Lilojeux","","","","","113545912","7.14915","7.5918","2.1417","348","15667","thing","The Vale of Eternity","2","4","45","45","30","2023","2,3,4","3","10+","Moderate in-game text - needs crib sheet or paste ups","","","","","","standalone","","","","","","","","","","","","Blackrock Games; Geronimo Games; Mandoo Games","French","2023","French edition"
"Vegetable Stock","328211","8.5","6","0","1","0","0","0","0","0","0","0","3","","","","","","105595713","6.06319","6.70685","1.0488","2852","3650","thing","Vegetable Stock","2","6","20","20","15","2022","2,3,4,5,6","4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Good Game Studio","Chinese; English","2022","Chinese/English edition"
"Via Magica","300936","0","13","0","1","0","0","0","0","0","0","0","3","","","","","","84585029","6.06388","6.74805","1.4898","2847","2774","thing","Via Magica","2","6","30","30","30","2020","2,3,4,5,6","3,4","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Hurrican","French","2020","French edition"
"Viking See-Saw","351810","0","3","0","1","0","0","0","0","0","0","0","3","Kickstarter","","","","","99403070","6.1061","7.13213","1.08","2631","2451","thing","Viking See-Saw","2","4","10","10","10","2023","2,3,4","2","6+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","itten","English","2023","English edition"
"Village: Customer Expansion","124118","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","17516537","5.80328","7.23959","2.4828","0","2246","thing","Village: Customer Expansion","2","4","90","90","90","2012","2,3,4","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Villagers of the Oak Dell","390903","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","111950912","5.60592","7.61563","2","9124","604","thing","Villagers of the Oak Dell","1","100","40","40","20","2023","1,2,3,4","2","10+","No necessary in-game text","","","","","","standalone","","","","","","","","","","","","Two Acorns Games","English; French; German; Polish; Spanish","2023","Print & Play edition"
"Vinhos Deluxe Edition: Expansion Bundle","339951","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","94009450","5.63372","8.19386","3.7143","0","1191","thing","Vinhos Deluxe Edition: Expansion Bundle","1","4","135","135","60","2020","4","3","14","","","","","","","expansion","","","","","","","","","","","","Eagle-Gryphon Games","English","2020","English edition"
"Vinhos: Deluxe Edition","175640","8","0","0","1","0","0","0","0","0","0","0","1","","","","","","107543123","7.44521","8.04983","3.9929","155","13880","thing","Vinhos: Deluxe Edition","1","4","180","180","90","2016","1,2,3,4","4","14+","No necessary in-game text","","","","","","standalone","","","","","","","","","","C5","2024-09-12","","","",""
"Viscounts of the West Kingdom","296151","7.5","0","0","1","0","0","0","0","0","0","0","1","BoardGameBliss","","","","","67368010","7.36692","7.79459","3.4553","196","22959","thing","Viscounts of the West Kingdom","1","4","90","90","60","2020","1,2,3,4","3","12+","No necessary in-game text","","","","","","standalone","","","","","","","","","","A6","2024-09-12","Garphill Games","English","2020","Garphill English edition"
"Viscounts of the West Kingdom: Dice Tower 2022 Pack","372386","0","0","0","1","0","0","0","0","0","0","0","3","","","","","","102025576","5.53337","7.56757","0","0","585","thing","Viscounts of the West Kingdom: Dice Tower 2022 Pack","1","4","90","90","60","2022","","","","","","","","","","expansion","","","","","","","","","","","","Garphill Games","English","2022","English edition"
"Viscounts of the West Kingdom: Gates of Gold","343468","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","90923549","6.00849","8.01924","3.7143","0","4987","thing","Viscounts of the West Kingdom: Gates of Gold","1","4","90","90","60","2022","1,2,3,4","3,4","12+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
"Viscounts of the West Kingdom: Keeper of Keys","343470","0","0","0","1","0","0","0","0","0","0","0","1","","","","","","90923574","6.01672","7.95985","3.6429","0","5020","thing","Viscounts of the West Kingdom: Keeper of Keys","1","4","90","90","60","2022","1,2,3,4","3,4","14+","No necessary in-game text","","","","","","expansion","","","","","","","","","","","","","","",""
